[[    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0]],0
[[    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],0
[[    1.0000,    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,         0,    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,         0,    1.0000,         0,         0,    2.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,         0,         0,    2.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,         0,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,    1.0000,    1.0000,         0,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,    1.0000,    1.0000,    2.0000,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,         0,         0,         0,         0,         0,    2.0000,         0,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,         0,         0,         0,         0,    2.0000,    2.0000,         0,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,         0,         0,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,    2.0000,         0,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,         0]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,    2.0000,         0,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,    1.0000]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,    1.0000,    1.0000,    1.0000,    2.0000,         0,         0,    2.0000,    2.0000,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,    1.0000]],-50
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,    2.0000,         0,    2.0000,         0,    1.0000,    1.0000,    2.0000,    1.0000,         0,    2.0000,    2.0000,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,    1.0000]],40
[[    1.0000,    1.0000,    2.0000,    1.0000,    1.0000,         0,         0,    2.0000,         0,    1.0000,    1.0000,    2.0000,    1.0000,    2.0000,    2.0000,    2.0000,         0,         0,    2.0000,    2.0000,    1.0000,    2.0000,         0,    1.0000]],-40
